Consumo,Tarifa,hora_cos,hora_sin,Mes_cos,Mes_sin,Dia_cos,Dia_sin,Dia_week_cos,Dia_week_sin
0.0,0.30767,-0.65364,-0.7568,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.30562,0.28366,-0.95892,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.32029,0.96017,-0.27942,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.35973,0.7539,0.65699,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.37225,-0.1455,0.98936,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.025,0.4097,-0.91113,0.41212,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.084,0.38738,-0.83907,-0.54402,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.254,0.43187,0.00443,-0.99999,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.192,0.41803,0.84385,-0.53657,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.42415,0.90745,0.42017,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.42384,0.13674,0.99061,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.36158,-0.75969,0.65029,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.36167,-0.95766,-0.2879,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.3535,-0.27516,-0.9614,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.36438,0.66032,-0.75099,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.41007,0.9887,0.14988,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.001,0.4215,0.40808,0.91295,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.004,0.43906,-0.54773,0.83666,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.42168,-0.99996,-0.00885,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.33584,-0.53283,-0.84622,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.27414,0.42418,-0.90558,-0.98999,0.14112,-0.95766,-0.2879,-0.41615,0.9093
0.0,0.26474,0.5403,0.84147,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.25703,-0.41615,0.9093,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.24857,-0.98999,0.14112,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.24558,-0.65364,-0.7568,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.24503,0.28366,-0.95892,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.24942,0.96017,-0.27942,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.2536,0.7539,0.65699,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.30085,-0.1455,0.98936,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.001,0.32282,-0.91113,0.41212,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.30736,-0.83907,-0.54402,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.34801,0.00443,-0.99999,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.33714,0.84385,-0.53657,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.34638,0.90745,0.42017,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.34557,0.13674,0.99061,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.27274,-0.75969,0.65029,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.28484,-0.95766,-0.2879,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.28643,-0.27516,-0.9614,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.31353,0.66032,-0.75099,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.39699,0.9887,0.14988,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.4342,0.40808,0.91295,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.46403,-0.54773,0.83666,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.41967,-0.99996,-0.00885,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.33348,-0.53283,-0.84622,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.3302,0.42418,-0.90558,-0.98999,0.14112,-0.27516,-0.9614,-0.98999,0.14112
0.0,0.26455,0.5403,0.84147,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.26349,-0.41615,0.9093,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.2634,-0.98999,0.14112,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.26426,-0.65364,-0.7568,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.2643,0.28366,-0.95892,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.26623,0.96017,-0.27942,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.26938,0.7539,0.65699,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.30895,-0.1455,0.98936,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.33868,-0.91113,0.41212,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.33126,-0.83907,-0.54402,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.39252,0.00443,-0.99999,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.3757,0.84385,-0.53657,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.37496,0.90745,0.42017,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.36104,0.13674,0.99061,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.29308,-0.75969,0.65029,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.31028,-0.95766,-0.2879,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.006,0.32853,-0.27516,-0.9614,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.3379,0.66032,-0.75099,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.44293,0.9887,0.14988,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.011,0.45627,0.40808,0.91295,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.45878,-0.54773,0.83666,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.45062,-0.99996,-0.00885,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.34932,-0.53283,-0.84622,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.30969,0.42418,-0.90558,-0.98999,0.14112,0.66032,-0.75099,-0.65364,-0.7568
0.0,0.33064,0.5403,0.84147,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.32301,-0.41615,0.9093,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.2972,-0.98999,0.14112,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.26894,-0.65364,-0.7568,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.26625,0.28366,-0.95892,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.26677,0.96017,-0.27942,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.28739,0.7539,0.65699,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.27279,-0.1455,0.98936,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.30008,-0.91113,0.41212,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.017,0.29636,-0.83907,-0.54402,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.047,0.28243,0.00443,-0.99999,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.005,0.24402,0.84385,-0.53657,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.24285,0.90745,0.42017,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.23812,0.13674,0.99061,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.23873,-0.75969,0.65029,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.23974,-0.95766,-0.2879,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.24343,-0.27516,-0.9614,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.25268,0.66032,-0.75099,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.29511,0.9887,0.14988,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.35901,0.40808,0.91295,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.34979,-0.54773,0.83666,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.32569,-0.99996,-0.00885,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.31434,-0.53283,-0.84622,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.31252,0.42418,-0.90558,-0.98999,0.14112,0.9887,0.14988,0.28366,-0.95892
0.0,0.28004,0.5403,0.84147,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.28685,-0.41615,0.9093,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.28078,-0.98999,0.14112,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.27111,-0.65364,-0.7568,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.27131,0.28366,-0.95892,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.27193,0.96017,-0.27942,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.27893,0.7539,0.65699,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.28897,-0.1455,0.98936,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.26456,-0.91113,0.41212,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.2591,-0.83907,-0.54402,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.25501,0.00443,-0.99999,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.001,0.25409,0.84385,-0.53657,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24609,0.90745,0.42017,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24726,0.13674,0.99061,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24475,-0.75969,0.65029,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24419,-0.95766,-0.2879,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24507,-0.27516,-0.9614,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.24881,0.66032,-0.75099,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.26121,0.9887,0.14988,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.30499,0.40808,0.91295,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.31541,-0.54773,0.83666,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.31344,-0.99996,-0.00885,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.30829,-0.53283,-0.84622,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.25959,0.42418,-0.90558,-0.98999,0.14112,0.40808,0.91295,0.96017,-0.27942
0.0,0.28613,0.5403,0.84147,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.26299,-0.41615,0.9093,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.26305,-0.98999,0.14112,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.26144,-0.65364,-0.7568,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.25847,0.28366,-0.95892,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.26316,0.96017,-0.27942,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.27726,0.7539,0.65699,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.30753,-0.1455,0.98936,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.33467,-0.91113,0.41212,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.33247,-0.83907,-0.54402,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.39303,0.00443,-0.99999,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.038,0.36487,0.84385,-0.53657,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.008,0.36919,0.90745,0.42017,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.092,0.3637,0.13674,0.99061,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.29266,-0.75969,0.65029,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.29446,-0.95766,-0.2879,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.32017,-0.27516,-0.9614,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.33474,0.66032,-0.75099,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.42471,0.9887,0.14988,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.44007,0.40808,0.91295,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.45156,-0.54773,0.83666,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.42141,-0.99996,-0.00885,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.32866,-0.53283,-0.84622,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.31737,0.42418,-0.90558,-0.98999,0.14112,-0.54773,0.83666,1.0,0.0
0.0,0.28625,0.5403,0.84147,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.27976,-0.41615,0.9093,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.27167,-0.98999,0.14112,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.26251,-0.65364,-0.7568,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.26765,0.28366,-0.95892,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.28142,0.96017,-0.27942,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.27761,0.7539,0.65699,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.30919,-0.1455,0.98936,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.3402,-0.91113,0.41212,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.32902,-0.83907,-0.54402,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.36356,0.00443,-0.99999,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.35688,0.84385,-0.53657,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.35934,0.90745,0.42017,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.33894,0.13674,0.99061,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.2675,-0.75969,0.65029,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.27452,-0.95766,-0.2879,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.31169,-0.27516,-0.9614,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.016,0.33193,0.66032,-0.75099,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.039,0.40295,0.9887,0.14988,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.41534,0.40808,0.91295,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.44038,-0.54773,0.83666,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.41455,-0.99996,-0.00885,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.32992,-0.53283,-0.84622,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.29678,0.42418,-0.90558,-0.98999,0.14112,-0.99996,-0.00885,0.5403,0.84147
0.0,0.28141,0.5403,0.84147,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.2489,-0.41615,0.9093,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.24442,-0.98999,0.14112,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.24085,-0.65364,-0.7568,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.23923,0.28366,-0.95892,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.24018,0.96017,-0.27942,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.23896,0.7539,0.65699,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.28914,-0.1455,0.98936,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.32922,-0.91113,0.41212,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.32108,-0.83907,-0.54402,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.36532,0.00443,-0.99999,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.35446,0.84385,-0.53657,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.3491,0.90745,0.42017,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.33983,0.13674,0.99061,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.27125,-0.75969,0.65029,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.27967,-0.95766,-0.2879,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.29639,-0.27516,-0.9614,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.30058,0.66032,-0.75099,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.006,0.38354,0.9887,0.14988,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.001,0.39897,0.40808,0.91295,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.4051,-0.54773,0.83666,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.40123,-0.99996,-0.00885,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.31522,-0.53283,-0.84622,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.29684,0.42418,-0.90558,-0.98999,0.14112,-0.53283,-0.84622,-0.41615,0.9093
0.0,0.284,0.5403,0.84147,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.27715,-0.41615,0.9093,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.25143,-0.98999,0.14112,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.24571,-0.65364,-0.7568,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.24586,0.28366,-0.95892,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.25966,0.96017,-0.27942,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.2944,0.7539,0.65699,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.30141,-0.1455,0.98936,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.33088,-0.91113,0.41212,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.32941,-0.83907,-0.54402,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.39018,0.00443,-0.99999,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.37011,0.84385,-0.53657,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.35982,0.90745,0.42017,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.36138,0.13674,0.99061,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.2937,-0.75969,0.65029,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.29193,-0.95766,-0.2879,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.31607,-0.27516,-0.9614,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.32957,0.66032,-0.75099,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.39993,0.9887,0.14988,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.40647,0.40808,0.91295,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.034,0.43114,-0.54773,0.83666,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.40777,-0.99996,-0.00885,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.32819,-0.53283,-0.84622,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.31938,0.42418,-0.90558,-0.98999,0.14112,0.42418,-0.90558,-0.98999,0.14112
0.0,0.33593,0.5403,0.84147,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.31966,-0.41615,0.9093,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.30786,-0.98999,0.14112,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.30384,-0.65364,-0.7568,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.29919,0.28366,-0.95892,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.32628,0.96017,-0.27942,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.33448,0.7539,0.65699,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.35273,-0.1455,0.98936,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.38456,-0.91113,0.41212,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.38294,-0.83907,-0.54402,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.44168,0.00443,-0.99999,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.42121,0.84385,-0.53657,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.40798,0.90745,0.42017,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.40434,0.13674,0.99061,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.33298,-0.75969,0.65029,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.31916,-0.95766,-0.2879,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.3412,-0.27516,-0.9614,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.37203,0.66032,-0.75099,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.45225,0.9887,0.14988,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.46782,0.40808,0.91295,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.47054,-0.54773,0.83666,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.44998,-0.99996,-0.00885,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.37324,-0.53283,-0.84622,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.37135,0.42418,-0.90558,-0.98999,0.14112,0.9912,-0.13235,-0.65364,-0.7568
0.0,0.33855,0.5403,0.84147,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.32707,-0.41615,0.9093,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.32287,-0.98999,0.14112,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.29904,-0.65364,-0.7568,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.28342,0.28366,-0.95892,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.28992,0.96017,-0.27942,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.30914,0.7539,0.65699,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.28685,-0.1455,0.98936,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.2984,-0.91113,0.41212,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.28869,-0.83907,-0.54402,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.27259,0.00443,-0.99999,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.25346,0.84385,-0.53657,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.25647,0.90745,0.42017,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.27334,0.13674,0.99061,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.25066,-0.75969,0.65029,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.25256,-0.95766,-0.2879,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.25645,-0.27516,-0.9614,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.29388,0.66032,-0.75099,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.33031,0.9887,0.14988,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.36582,0.40808,0.91295,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.009,0.35917,-0.54773,0.83666,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.3579,-0.99996,-0.00885,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.3411,-0.53283,-0.84622,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.33519,0.42418,-0.90558,-0.98999,0.14112,0.64692,0.76256,0.28366,-0.95892
0.0,0.32519,0.5403,0.84147,-0.98999,0.14112,-0.29214,0.95638,0.96017,-0.27942
0.0,0.2992,-0.65364,-0.7568,-0.98999,0.14112,-0.29214,0.95638,0.96017,-0.27942
