Código universal de punto de suministro,Fecha,Hora,Consumo,Método de obtención
0,12-02-2023,10,0.279,R
0,12-02-2023,11,0.186,R
0,12-02-2023,12,0.108,R
0,12-02-2023,13,0.251,R
0,12-02-2023,14,0.379,R
0,12-02-2023,15,0.336,R
0,12-02-2023,16,0.33,R
0,12-02-2023,17,0.303,R
0,12-02-2023,18,0.283,R
0,12-02-2023,19,0.299,R
0,12-02-2023,20,0.178,R
0,12-02-2023,21,0.093,R
0,12-02-2023,22,0.117,R
0,12-02-2023,23,0.146,R
0,12-02-2023,24,0.127,R
0,13-02-2023,1,0.109,R
0,13-02-2023,2,0.141,R
0,13-02-2023,3,0.092,R
0,13-02-2023,4,0.097,R
0,13-02-2023,5,0.155,R
0,13-02-2023,6,0.101,R
0,13-02-2023,7,0.092,R
0,13-02-2023,8,0.133,R
0,13-02-2023,9,0.325,R
0,13-02-2023,10,0.154,R
0,13-02-2023,11,0.278,R
0,13-02-2023,12,0.397,R
0,13-02-2023,13,0.372,R
0,13-02-2023,14,0.41,R
0,13-02-2023,15,0.463,R
0,13-02-2023,16,0.529,R
0,13-02-2023,17,0.253,R
0,13-02-2023,18,0.153,R
0,13-02-2023,19,0.13,R
0,13-02-2023,20,0.145,R
0,13-02-2023,21,0.271,R
0,13-02-2023,22,0.427,R
0,13-02-2023,23,0.391,R
0,13-02-2023,24,0.182,R
0,14-02-2023,1,0.174,R
0,14-02-2023,2,0.124,R
0,14-02-2023,3,0.158,R
0,14-02-2023,4,0.116,R
0,14-02-2023,5,0.115,R
0,14-02-2023,6,0.106,R
0,14-02-2023,7,0.168,R
0,14-02-2023,8,0.186,R
0,14-02-2023,9,0.298,R
0,14-02-2023,10,0.16,R
0,14-02-2023,11,0.249,R
0,14-02-2023,12,0.165,R
0,14-02-2023,13,0.232,R
0,14-02-2023,14,0.177,R
0,14-02-2023,15,0.215,R
0,14-02-2023,16,0.286,R
0,14-02-2023,17,0.336,R
0,14-02-2023,18,0.339,R
0,14-02-2023,19,0.306,R
0,14-02-2023,20,0.294,R
0,14-02-2023,21,0.339,R
0,14-02-2023,22,0.455,R
0,14-02-2023,23,1.929,R
0,14-02-2023,24,0.373,R
0,15-02-2023,1,0.178,R
0,15-02-2023,2,0.15,R
0,15-02-2023,3,0.094,R
0,15-02-2023,4,0.104,R
0,15-02-2023,5,0.105,R
0,15-02-2023,6,0.133,R
0,15-02-2023,7,0.095,R
0,15-02-2023,8,0.265,R
0,15-02-2023,9,0.199,R
0,15-02-2023,10,0.234,R
0,15-02-2023,11,0.178,R
0,15-02-2023,12,0.225,R
0,15-02-2023,13,0.272,R
0,15-02-2023,14,0.711,R
0,15-02-2023,15,0.835,R
0,15-02-2023,16,0.488,R
0,15-02-2023,17,0.828,R
0,15-02-2023,18,0.344,R
0,15-02-2023,19,0.346,R
0,15-02-2023,20,0.322,R
0,15-02-2023,21,0.857,R
0,15-02-2023,22,1.073,R
0,15-02-2023,23,0.304,R
0,15-02-2023,24,0.37,R
0,16-02-2023,1,0.192,R
0,16-02-2023,2,0.11,R
0,16-02-2023,3,0.099,R
0,16-02-2023,4,0.103,R
0,16-02-2023,5,0.132,R
0,16-02-2023,6,0.099,R
0,16-02-2023,7,0.105,R
0,16-02-2023,8,0.144,R
0,16-02-2023,9,0.319,R
0,16-02-2023,10,0.163,R
0,16-02-2023,11,0.176,R
0,16-02-2023,12,0.204,R
0,16-02-2023,13,0.312,R
0,16-02-2023,14,0.356,R
0,16-02-2023,15,0.392,R
0,16-02-2023,16,0.425,R
0,16-02-2023,17,0.369,R
0,16-02-2023,18,0.368,R
0,16-02-2023,19,0.338,R
0,16-02-2023,20,0.418,R
0,16-02-2023,21,0.268,R
0,16-02-2023,22,0.287,R
0,16-02-2023,23,0.226,R
0,16-02-2023,24,0.131,R
0,17-02-2023,1,0.091,R
0,17-02-2023,2,0.148,R
0,17-02-2023,3,0.096,R
0,17-02-2023,4,0.101,R
0,17-02-2023,5,0.092,R
0,17-02-2023,6,0.155,R
0,17-02-2023,7,0.096,R
0,17-02-2023,8,0.12,R
0,17-02-2023,9,0.326,R
0,17-02-2023,10,0.191,R
0,17-02-2023,11,0.156,R
0,17-02-2023,12,0.192,R
0,17-02-2023,13,0.21,R
0,17-02-2023,14,0.193,R
0,17-02-2023,15,1.026,R
0,17-02-2023,16,0.342,R
0,17-02-2023,17,0.392,R
0,17-02-2023,18,0.315,R
0,17-02-2023,19,0.304,R
0,17-02-2023,20,0.348,R
0,17-02-2023,21,0.345,R
0,17-02-2023,22,0.385,R
0,17-02-2023,23,0.696,R
0,17-02-2023,24,0.132,R
0,18-02-2023,1,0.123,R
0,18-02-2023,2,0.155,R
0,18-02-2023,3,0.15,R
0,18-02-2023,4,0.111,R
0,18-02-2023,5,0.106,R
0,18-02-2023,6,0.152,R
0,18-02-2023,7,0.099,R
0,18-02-2023,8,0.103,R
0,18-02-2023,9,0.107,R
0,18-02-2023,10,0.626,R
0,18-02-2023,11,0.338,R
0,18-02-2023,12,0.75,R
0,18-02-2023,13,0.308,R
0,18-02-2023,14,0.299,R
0,18-02-2023,15,0.322,R
0,18-02-2023,16,0.326,R
0,18-02-2023,17,0.354,R
0,18-02-2023,18,0.308,R
0,18-02-2023,19,0.207,R
0,18-02-2023,20,0.081,R
0,18-02-2023,21,0.118,R
0,18-02-2023,22,0.135,R
0,18-02-2023,23,0.099,R
0,18-02-2023,24,0.144,R
0,19-02-2023,1,0.105,R
0,19-02-2023,2,0.146,R
0,19-02-2023,3,0.095,R
0,19-02-2023,4,0.095,R
0,19-02-2023,5,0.104,R
0,19-02-2023,6,0.107,R
0,19-02-2023,7,0.144,R
0,19-02-2023,8,0.099,R
0,19-02-2023,9,0.092,R
0,19-02-2023,10,0.24,R
0,19-02-2023,11,0.38,R
0,19-02-2023,12,0.325,R
0,19-02-2023,13,0.324,R
0,19-02-2023,14,0.365,R
0,19-02-2023,15,0.287,R
0,19-02-2023,16,0.344,R
0,19-02-2023,17,0.318,R
0,19-02-2023,18,0.315,R
0,19-02-2023,19,0.283,R
0,19-02-2023,20,0.308,R
0,19-02-2023,21,0.25,R
0,19-02-2023,22,0.125,R
0,19-02-2023,23,0.134,R
0,19-02-2023,24,0.245,R
0,20-02-2023,1,0.16,R
0,20-02-2023,2,0.113,R
0,20-02-2023,3,0.103,R
0,20-02-2023,4,0.152,R
0,20-02-2023,5,0.114,R
0,20-02-2023,6,0.099,R
0,20-02-2023,7,0.103,R
0,20-02-2023,8,0.097,R
0,20-02-2023,9,0.181,R
0,20-02-2023,10,0.253,R
0,20-02-2023,11,0.11,R
0,20-02-2023,12,0.208,R
0,20-02-2023,13,0.241,R
0,20-02-2023,14,0.331,R
0,20-02-2023,15,0.485,R
0,20-02-2023,16,0.449,R
0,20-02-2023,17,0.14,R
0,20-02-2023,18,0.215,R
0,20-02-2023,19,0.304,R
0,20-02-2023,20,0.296,R
0,20-02-2023,21,1.013,R
0,20-02-2023,22,0.93,R
0,20-02-2023,23,0.129,R
0,20-02-2023,24,0.149,R
0,21-02-2023,1,0.115,R
0,21-02-2023,2,0.104,R
0,21-02-2023,3,0.107,R
0,21-02-2023,4,0.145,R
0,21-02-2023,5,0.099,R
0,21-02-2023,6,0.104,R
0,21-02-2023,7,0.102,R
0,21-02-2023,8,0.098,R
0,21-02-2023,9,0.272,R
0,21-02-2023,10,0.214,R
0,21-02-2023,11,0.281,R
0,21-02-2023,12,0.197,R
0,21-02-2023,13,0.221,R
0,21-02-2023,14,0.192,R
0,21-02-2023,15,0.206,R
0,21-02-2023,16,0.21,R
0,21-02-2023,17,0.346,R
0,21-02-2023,18,0.313,R
0,21-02-2023,19,0.423,R
0,21-02-2023,20,0.454,R
0,21-02-2023,21,0.441,R
0,21-02-2023,22,0.864,R
0,21-02-2023,23,0.307,R
0,21-02-2023,24,0.145,R
0,22-02-2023,1,0.116,R
0,22-02-2023,2,0.157,R
0,22-02-2023,3,0.11,R
0,22-02-2023,4,0.103,R
0,22-02-2023,5,0.092,R
0,22-02-2023,6,0.119,R
0,22-02-2023,7,0.115,R
0,22-02-2023,8,0.13,R
0,22-02-2023,9,0.139,R
0,22-02-2023,10,0.244,R
0,22-02-2023,11,0.132,R
0,22-02-2023,12,0.631,R
0,22-02-2023,13,0.382,R
0,22-02-2023,14,0.742,R
0,22-02-2023,15,0.849,R
0,22-02-2023,16,0.49,R
0,22-02-2023,17,0.378,R
0,22-02-2023,18,0.316,R
0,22-02-2023,19,0.392,R
0,22-02-2023,20,0.447,R
0,22-02-2023,21,0.372,R
0,22-02-2023,22,0.484,R
0,22-02-2023,23,0.308,R
0,22-02-2023,24,0.18,R
0,23-02-2023,1,0.106,R
0,23-02-2023,2,0.089,R
0,23-02-2023,3,0.092,R
0,23-02-2023,4,0.161,R
0,23-02-2023,5,0.166,R
0,23-02-2023,6,0.097,R
0,23-02-2023,7,0.107,R
0,23-02-2023,8,0.164,R
0,23-02-2023,9,0.088,R
0,23-02-2023,10,0.32,R
0,23-02-2023,11,0.177,R
0,23-02-2023,12,0.272,R
0,23-02-2023,13,0.326,R
0,23-02-2023,14,0.974,R
0,23-02-2023,15,0.452,R
0,23-02-2023,16,0.435,R
0,23-02-2023,17,0.425,R
0,23-02-2023,18,0.333,R
0,23-02-2023,19,0.271,R
0,23-02-2023,20,0.286,R
0,23-02-2023,21,0.337,R
0,23-02-2023,22,0.242,R
0,23-02-2023,23,0.756,R
0,23-02-2023,24,0.518,R
0,24-02-2023,1,0.15,R
0,24-02-2023,2,0.604,R
0,24-02-2023,3,0.105,R
0,24-02-2023,4,0.097,R
0,24-02-2023,5,0.102,R
0,24-02-2023,6,0.164,R
0,24-02-2023,7,0.091,R
0,24-02-2023,8,0.294,R
0,24-02-2023,9,0.262,R
0,24-02-2023,10,0.47,R
0,24-02-2023,11,0.407,R
0,24-02-2023,12,0.542,R
0,24-02-2023,13,0.48,R
0,24-02-2023,14,0.875,R
0,24-02-2023,15,0.612,R
0,24-02-2023,16,0.461,R
0,24-02-2023,17,0.488,R
0,24-02-2023,18,0.513,R
0,24-02-2023,19,0.384,R
0,24-02-2023,20,0.272,R
0,24-02-2023,21,0.329,R
0,24-02-2023,22,0.266,R
0,24-02-2023,23,0.377,R
0,24-02-2023,24,0.716,R
0,25-02-2023,1,0.334,R
0,25-02-2023,2,0.29,R
0,25-02-2023,3,0.178,R
0,25-02-2023,4,0.131,R
0,25-02-2023,5,0.122,R
0,25-02-2023,6,0.134,R
0,25-02-2023,7,0.124,R
0,25-02-2023,8,0.15,R
0,25-02-2023,9,0.094,R
0,25-02-2023,10,0.334,R
0,25-02-2023,11,0.272,R
0,25-02-2023,12,0.155,R
0,25-02-2023,13,0.232,R
0,25-02-2023,14,0.323,R
0,25-02-2023,15,0.446,R
0,25-02-2023,16,0.429,R
0,25-02-2023,17,0.494,R
0,25-02-2023,18,0.337,R
0,25-02-2023,19,0.355,R
0,25-02-2023,20,0.315,R
0,25-02-2023,21,0.413,R
0,25-02-2023,22,1.306,R
0,25-02-2023,23,0.263,R
0,25-02-2023,24,0.29,R
0,26-02-2023,1,0.608,R
0,26-02-2023,2,0.571,R
0,26-02-2023,3,0.431,R
0,26-02-2023,4,0.182,R
0,26-02-2023,5,0.117,R
0,26-02-2023,6,0.12,R
0,26-02-2023,7,0.14,R
0,26-02-2023,8,0.107,R
0,26-02-2023,9,0.148,R
0,26-02-2023,10,0.283,R
0,26-02-2023,11,0.183,R
0,26-02-2023,12,0.216,R
0,26-02-2023,13,0.211,R
0,26-02-2023,14,0.241,R
0,26-02-2023,15,0.32,R
0,26-02-2023,16,0.263,R
0,26-02-2023,17,0.329,R
0,26-02-2023,18,0.313,R
0,26-02-2023,19,0.269,R
0,26-02-2023,20,0.313,R
0,26-02-2023,21,0.288,R
0,26-02-2023,22,0.269,R
0,26-02-2023,23,0.518,R
0,26-02-2023,24,0.119,R
0,27-02-2023,1,0.105,R
0,27-02-2023,2,0.134,R
0,27-02-2023,3,0.106,R
0,27-02-2023,4,0.11,R
0,27-02-2023,5,0.135,R
0,27-02-2023,6,0.101,R
0,27-02-2023,7,0.118,R
0,27-02-2023,8,0.342,R
0,27-02-2023,9,0.256,R
0,27-02-2023,10,0.216,R
0,27-02-2023,11,0.192,R
0,27-02-2023,12,0.324,R
0,27-02-2023,13,0.435,R
0,27-02-2023,14,0.394,R
0,27-02-2023,15,0.405,R
0,27-02-2023,16,0.73,R
0,27-02-2023,17,0.399,R
0,27-02-2023,18,0.88,R
0,27-02-2023,19,0.285,R
0,27-02-2023,20,0.322,R
0,27-02-2023,21,0.452,R
0,27-02-2023,22,1.245,R
0,27-02-2023,23,0.235,R
0,27-02-2023,24,0.167,R
0,28-02-2023,1,0.118,R
0,28-02-2023,2,0.111,R
0,28-02-2023,3,0.144,R
0,28-02-2023,4,0.102,R
0,28-02-2023,5,0.139,R
0,28-02-2023,6,0.129,R
0,28-02-2023,7,0.099,R
0,28-02-2023,8,0.298,R
0,28-02-2023,9,0.181,R
0,28-02-2023,10,0.199,R
0,28-02-2023,11,0.324,R
0,28-02-2023,12,0.361,R
0,28-02-2023,13,0.475,R
0,28-02-2023,14,0.43,R
0,28-02-2023,15,0.402,R
0,28-02-2023,16,0.347,R
0,28-02-2023,17,0.386,R
0,28-02-2023,18,0.353,R
0,28-02-2023,19,0.321,R
0,28-02-2023,20,0.406,R
0,28-02-2023,21,1.336,R
0,28-02-2023,22,0.227,R
0,28-02-2023,23,0.139,R
0,28-02-2023,24,0.144,R
0,01-03-2023,1,0.104,R
0,01-03-2023,2,0.147,R
0,01-03-2023,3,0.107,R
0,01-03-2023,4,0.093,R
0,01-03-2023,5,0.149,R
0,01-03-2023,6,0.115,R
0,01-03-2023,7,0.106,R
0,01-03-2023,8,0.3,R
0,01-03-2023,9,0.198,R
0,01-03-2023,10,0.223,R
0,01-03-2023,11,0.211,R
0,01-03-2023,12,0.346,R
0,01-03-2023,13,0.392,R
0,01-03-2023,14,0.505,R
0,01-03-2023,15,0.52,R
0,01-03-2023,16,0.443,R
0,01-03-2023,17,0.344,R
0,01-03-2023,18,0.342,R
0,01-03-2023,19,0.281,R
0,01-03-2023,20,0.273,R
0,01-03-2023,21,0.333,R
0,01-03-2023,22,0.277,R
0,01-03-2023,23,0.254,R
0,01-03-2023,24,0.162,R
0,02-03-2023,1,0.127,R
0,02-03-2023,2,0.111,R
0,02-03-2023,3,0.161,R
0,02-03-2023,4,0.103,R
0,02-03-2023,5,0.095,R
0,02-03-2023,6,0.156,R
0,02-03-2023,7,0.102,R
0,02-03-2023,8,0.287,R
0,02-03-2023,9,0.208,R
0,02-03-2023,10,0.195,R
0,02-03-2023,11,0.384,R
0,02-03-2023,12,0.395,R
0,02-03-2023,13,0.355,R
0,02-03-2023,14,0.689,R
0,02-03-2023,15,0.766,R
0,02-03-2023,16,0.383,R
0,02-03-2023,17,0.725,R
0,02-03-2023,18,0.497,R
0,02-03-2023,19,0.839,R
0,02-03-2023,20,0.377,R
0,02-03-2023,21,0.471,R
0,02-03-2023,22,0.321,R
0,02-03-2023,23,0.309,R
0,02-03-2023,24,0.325,R
0,03-03-2023,1,0.174,R
0,03-03-2023,2,0.116,R
0,03-03-2023,3,0.158,R
0,03-03-2023,4,0.11,R
0,03-03-2023,5,0.139,R
0,03-03-2023,6,0.123,R
0,03-03-2023,7,0.1,R
0,03-03-2023,8,0.313,R
0,03-03-2023,9,0.189,R
0,03-03-2023,10,0.321,R
0,03-03-2023,11,0.477,R
0,03-03-2023,12,0.504,R
0,03-03-2023,13,0.464,R
0,03-03-2023,14,0.429,R
0,03-03-2023,15,0.844,R
0,03-03-2023,16,0.434,R
0,03-03-2023,17,0.517,R
0,03-03-2023,18,0.515,R
0,03-03-2023,19,0.46,R
0,03-03-2023,20,0.414,R
0,03-03-2023,21,0.519,R
0,03-03-2023,22,0.994,R
0,03-03-2023,23,0.115,R
0,03-03-2023,24,0.159,R
0,04-03-2023,1,0.131,R
0,04-03-2023,2,0.106,R
0,04-03-2023,3,0.197,R
0,04-03-2023,4,0.119,R
0,04-03-2023,5,0.147,R
0,04-03-2023,6,0.12,R
0,04-03-2023,7,0.097,R
0,04-03-2023,8,0.142,R
0,04-03-2023,9,0.122,R
0,04-03-2023,10,0.308,R
0,04-03-2023,11,0.292,R
0,04-03-2023,12,0.236,R
0,04-03-2023,13,0.229,R
0,04-03-2023,14,0.662,R
0,04-03-2023,15,0.324,R
0,04-03-2023,16,0.722,R
0,04-03-2023,17,0.34,R
0,04-03-2023,18,0.28,R
0,04-03-2023,19,0.28,R
0,04-03-2023,20,0.301,R
0,04-03-2023,21,0.105,R
0,04-03-2023,22,0.13,R
0,04-03-2023,23,0.113,R
0,04-03-2023,24,0.15,R
0,05-03-2023,1,0.32,R
0,05-03-2023,2,0.247,R
0,05-03-2023,3,0.142,R
0,05-03-2023,4,0.117,R
0,05-03-2023,5,0.1,R
0,05-03-2023,6,0.158,R
0,05-03-2023,7,0.098,R
0,05-03-2023,8,0.095,R
0,05-03-2023,9,0.153,R
0,05-03-2023,10,0.271,R
0,05-03-2023,11,0.175,R
0,05-03-2023,12,0.22,R
0,05-03-2023,13,0.342,R
0,05-03-2023,14,0.28,R
0,05-03-2023,15,0.348,R
0,05-03-2023,16,0.353,R
0,05-03-2023,17,0.277,R
0,05-03-2023,18,0.272,R
0,05-03-2023,19,0.311,R
0,05-03-2023,20,0.267,R
0,05-03-2023,21,0.103,R
0,05-03-2023,22,0.135,R
0,05-03-2023,23,0.096,R
0,05-03-2023,24,0.13,R
0,06-03-2023,1,0.154,R
0,06-03-2023,2,0.089,R
0,06-03-2023,3,0.096,R
0,06-03-2023,4,0.148,R
0,06-03-2023,5,0.103,R
0,06-03-2023,6,0.094,R
0,06-03-2023,7,0.129,R
0,06-03-2023,8,0.251,R
0,06-03-2023,9,0.178,R
0,06-03-2023,10,0.2,R
0,06-03-2023,11,0.251,R
0,06-03-2023,12,0.21,R
0,06-03-2023,13,0.34,R
0,06-03-2023,14,0.398,R
0,06-03-2023,15,0.395,R
0,06-03-2023,16,0.353,R
0,06-03-2023,17,0.352,R
0,06-03-2023,18,0.412,R
0,06-03-2023,19,0.408,R
0,06-03-2023,20,0.424,R
0,06-03-2023,21,0.417,R
0,06-03-2023,22,0.47,R
0,06-03-2023,23,0.366,R
0,06-03-2023,24,0.146,R
0,07-03-2023,1,0.105,R
0,07-03-2023,2,0.15,R
0,07-03-2023,3,0.101,R
0,07-03-2023,4,0.09,R
0,07-03-2023,5,0.103,R
0,07-03-2023,6,0.147,R
0,07-03-2023,7,0.103,R
0,07-03-2023,8,0.245,R
0,07-03-2023,9,0.188,R
0,07-03-2023,10,0.197,R
0,07-03-2023,11,0.235,R
0,07-03-2023,12,0.247,R
0,07-03-2023,13,0.228,R
0,07-03-2023,14,0.608,R
0,07-03-2023,15,0.266,R
0,07-03-2023,16,0.29,R
0,07-03-2023,17,0.361,R
0,07-03-2023,18,0.351,R
0,07-03-2023,19,0.368,R
0,07-03-2023,20,0.453,R
0,07-03-2023,21,0.757,R
0,07-03-2023,22,0.72,R
0,07-03-2023,23,0.164,R
0,07-03-2023,24,0.11,R
0,08-03-2023,1,0.09,R
0,08-03-2023,2,0.101,R
0,08-03-2023,3,0.179,R
0,08-03-2023,4,0.137,R
0,08-03-2023,5,0.099,R
0,08-03-2023,6,0.1,R
0,08-03-2023,7,0.09,R
0,08-03-2023,8,0.101,R
0,08-03-2023,9,0.378,R
0,08-03-2023,10,0.242,R
0,08-03-2023,11,0.779,R
0,08-03-2023,12,0.664,R
0,08-03-2023,13,0.629,R
0,08-03-2023,14,0.739,R
0,08-03-2023,15,0.696,R
0,08-03-2023,16,0.46,R
0,08-03-2023,17,0.406,R
0,08-03-2023,18,0.416,R
0,08-03-2023,19,0.405,R
0,08-03-2023,20,0.563,R
0,08-03-2023,21,0.463,R
0,08-03-2023,22,0.573,R
0,08-03-2023,23,0.19,R
0,08-03-2023,24,0.101,R
0,09-03-2023,1,0.099,R
0,09-03-2023,2,0.102,R
0,09-03-2023,3,0.142,R
0,09-03-2023,4,0.105,R
0,09-03-2023,5,0.082,R
0,09-03-2023,6,0.101,R
0,09-03-2023,7,0.099,R
0,09-03-2023,8,0.329,R
0,09-03-2023,9,0.189,R
0,09-03-2023,10,0.2,R
0,09-03-2023,11,0.193,R
0,09-03-2023,12,0.231,R
0,09-03-2023,13,0.293,R
0,09-03-2023,14,0.51,R
0,09-03-2023,15,0.373,R
0,09-03-2023,16,0.389,R
0,09-03-2023,17,0.382,R
0,09-03-2023,18,0.381,R
0,09-03-2023,19,0.386,R
0,09-03-2023,20,0.448,R
0,09-03-2023,21,0.455,R
0,09-03-2023,22,1.049,R
0,09-03-2023,23,0.535,R
0,09-03-2023,24,0.138,R
0,10-03-2023,1,0.618,R
0,10-03-2023,2,0.133,R
0,10-03-2023,3,0.095,R
0,10-03-2023,4,0.096,R
0,10-03-2023,5,0.104,R
0,10-03-2023,6,0.108,R
0,10-03-2023,7,0.119,R
0,10-03-2023,8,0.102,R
0,10-03-2023,9,0.344,R
0,10-03-2023,10,0.181,R
0,10-03-2023,11,0.212,R
0,10-03-2023,12,0.307,R
0,10-03-2023,13,0.344,R
0,10-03-2023,14,0.435,R
0,10-03-2023,15,1.097,R
0,10-03-2023,16,0.419,R
0,10-03-2023,17,0.377,R
0,10-03-2023,18,0.416,R
0,10-03-2023,19,0.329,R
0,10-03-2023,20,0.319,R
0,10-03-2023,21,0.38,R
0,10-03-2023,22,0.331,R
0,10-03-2023,23,0.989,R
0,10-03-2023,24,0.179,R
0,11-03-2023,1,0.3,R
0,11-03-2023,2,0.311,R
0,11-03-2023,3,0.41,R
0,11-03-2023,4,0.318,R
0,11-03-2023,5,0.097,R
0,11-03-2023,6,0.092,R
0,11-03-2023,7,0.098,R
0,11-03-2023,8,0.102,R
0,11-03-2023,9,0.145,R
0,11-03-2023,10,0.119,R
0,11-03-2023,11,0.292,R
0,11-03-2023,12,0.453,R
0,11-03-2023,13,0.19,R
0,11-03-2023,14,0.201,R
0,11-03-2023,15,0.312,R
0,11-03-2023,16,0.321,R
0,11-03-2023,17,0.334,R
0,11-03-2023,18,0.304,R
0,11-03-2023,19,0.303,R
0,11-03-2023,20,0.297,R
0,11-03-2023,21,0.315,R
0,11-03-2023,22,0.261,R
0,11-03-2023,23,0.111,R
0,11-03-2023,24,0.189,R
0,12-03-2023,1,0.351,R
0,12-03-2023,2,0.331,R
0,12-03-2023,3,0.108,R
0,12-03-2023,4,0.106,R
0,12-03-2023,5,0.135,R
0,12-03-2023,6,0.102,R
0,12-03-2023,7,0.099,R
0,12-03-2023,8,0.099,R
0,12-03-2023,9,0.128,R
0,12-03-2023,10,0.331,R
0,12-03-2023,11,0.224,R
0,12-03-2023,12,0.237,R
0,12-03-2023,13,0.296,R
0,12-03-2023,14,0.363,R
0,12-03-2023,15,0.301,R
0,12-03-2023,16,0.319,R
0,12-03-2023,17,0.283,R
0,12-03-2023,18,0.316,R
0,12-03-2023,19,0.291,R
0,12-03-2023,20,0.311,R
0,12-03-2023,21,0.2,R
0,12-03-2023,22,0.099,R
0,12-03-2023,23,0.145,R
0,12-03-2023,24,0.104,R
0,13-03-2023,1,0.094,R
0,13-03-2023,2,0.136,R
0,13-03-2023,3,0.102,R
0,13-03-2023,4,0.103,R
0,13-03-2023,5,0.097,R
0,13-03-2023,6,0.1,R
0,13-03-2023,7,0.093,R
0,13-03-2023,8,0.283,R
0,13-03-2023,9,0.163,R
0,13-03-2023,10,0.263,R
0,13-03-2023,11,0.336,R
0,13-03-2023,12,0.506,R
0,13-03-2023,13,0.488,R
0,13-03-2023,14,0.556,R
0,13-03-2023,15,0.434,R
0,13-03-2023,16,0.378,R
0,13-03-2023,17,0.397,R
0,13-03-2023,18,0.417,R
0,13-03-2023,19,0.39,R
0,13-03-2023,20,0.417,R
0,13-03-2023,21,0.472,R
0,13-03-2023,22,0.545,R
0,13-03-2023,23,0.588,R
0,13-03-2023,24,0.16,R
0,14-03-2023,1,0.563,R
0,14-03-2023,2,0.104,R
0,14-03-2023,3,0.101,R
0,14-03-2023,4,0.104,R
0,14-03-2023,5,0.139,R
0,14-03-2023,6,0.098,R
0,14-03-2023,7,0.095,R
0,14-03-2023,8,0.304,R
0,14-03-2023,9,0.172,R
0,14-03-2023,10,0.19,R
0,14-03-2023,11,0.182,R
0,14-03-2023,12,0.229,R
0,14-03-2023,13,0.194,R
0,14-03-2023,14,0.422,R
0,14-03-2023,15,0.61,R
0,14-03-2023,16,0.414,R
0,14-03-2023,17,0.38,R
0,14-03-2023,18,0.371,R
0,14-03-2023,19,0.337,R
0,14-03-2023,20,0.295,R
0,14-03-2023,21,0.328,R
0,14-03-2023,22,1.123,R
0,14-03-2023,23,0.291,R
0,14-03-2023,24,0.14,R
0,15-03-2023,1,0.183,R
0,15-03-2023,2,0.114,R
0,15-03-2023,3,0.12,R
0,15-03-2023,4,0.113,R
0,15-03-2023,5,0.119,R
0,15-03-2023,6,0.112,R
0,15-03-2023,7,0.118,R
0,15-03-2023,8,0.332,R
0,15-03-2023,9,0.196,R
0,15-03-2023,10,0.251,R
0,15-03-2023,11,0.353,R
0,15-03-2023,12,0.232,R
0,15-03-2023,13,0.371,R
0,15-03-2023,14,1.144,R
0,15-03-2023,15,0.604,R
0,15-03-2023,16,0.495,R
0,15-03-2023,17,0.504,R
0,15-03-2023,18,0.331,R
0,15-03-2023,19,0.304,R
0,15-03-2023,20,0.321,R
0,15-03-2023,21,0.354,R
0,15-03-2023,22,0.255,R
0,15-03-2023,23,0.124,R
0,15-03-2023,24,0.118,R
0,16-03-2023,1,0.097,R
0,16-03-2023,2,0.106,R
0,16-03-2023,3,0.096,R
0,16-03-2023,4,0.098,R
0,16-03-2023,5,0.126,R
0,16-03-2023,6,0.184,R
0,16-03-2023,7,0.128,R
0,16-03-2023,8,0.282,R
0,16-03-2023,9,0.191,R
0,16-03-2023,10,0.176,R
0,16-03-2023,11,0.282,R
0,16-03-2023,12,0.411,R
0,16-03-2023,13,0.374,R
0,16-03-2023,14,0.524,R
0,16-03-2023,15,0.438,R
0,16-03-2023,16,0.391,R
0,16-03-2023,17,0.414,R
0,16-03-2023,18,0.498,R
0,16-03-2023,19,0.479,R
0,16-03-2023,20,0.436,R
0,16-03-2023,21,0.874,R
0,16-03-2023,22,0.899,R
0,16-03-2023,23,0.651,R
0,16-03-2023,24,0.724,R
0,17-03-2023,1,0.339,R
0,17-03-2023,2,0.102,R
0,17-03-2023,3,0.1,R
0,17-03-2023,4,0.094,R
0,17-03-2023,5,0.098,R
0,17-03-2023,6,0.125,R
0,17-03-2023,7,0.124,R
0,17-03-2023,8,0.352,R
0,17-03-2023,9,0.304,R
0,17-03-2023,10,0.32,R
0,17-03-2023,11,0.309,R
0,17-03-2023,12,0.339,R
0,17-03-2023,13,0.298,R
0,17-03-2023,14,0.345,R
0,17-03-2023,15,0.325,R
0,17-03-2023,16,0.285,R
0,17-03-2023,17,0.31,R
0,17-03-2023,18,0.295,R
0,17-03-2023,19,0.316,R
0,17-03-2023,20,0.286,R
0,17-03-2023,21,0.162,R
0,17-03-2023,22,0.187,R
0,17-03-2023,23,0.214,R
0,17-03-2023,24,0.297,R
0,18-03-2023,1,0.325,R
0,18-03-2023,2,0.354,R
0,18-03-2023,3,0.16,R
0,18-03-2023,4,0.11,R
0,18-03-2023,5,0.114,R
0,18-03-2023,6,0.098,R
0,18-03-2023,7,0.143,R
0,18-03-2023,8,0.095,R
0,18-03-2023,9,0.098,R
0,18-03-2023,10,0.309,R
0,18-03-2023,11,0.319,R
0,18-03-2023,12,0.23,R
0,18-03-2023,13,0.225,R
0,18-03-2023,14,0.195,R
